timestamp,hpa-current,hpa-target,hpa-desired,replicas-ready,pod,cpu-millicores,memory-bytes
2026-09-03T09:52:10.8389721+08:00,2,19,2,2,marketplace-service-84786c7f9-2rszz,,
2026-09-03T09:52:10.8389721+08:00,2,19,2,2,marketplace-service-84786c7f9-5xsd8,,
2026-09-03T09:52:17.0376325+08:00,2,19,2,2,marketplace-service-84786c7f9-2rszz,,
2026-09-03T09:52:17.0376325+08:00,2,19,2,2,marketplace-service-84786c7f9-5xsd8,,
2026-09-03T09:52:23.1117811+08:00,2,19,2,2,marketplace-service-84786c7f9-2rszz,,
2026-09-03T09:52:23.1117811+08:00,2,19,2,2,marketplace-service-84786c7f9-5xsd8,,
2026-09-03T09:52:29.1244502+08:00,2,19,2,2,marketplace-service-84786c7f9-2rszz,,
2026-09-03T09:52:29.1244502+08:00,2,19,2,2,marketplace-service-84786c7f9-5xsd8,,
2026-09-03T09:52:35.1755493+08:00,2,17,2,2,marketplace-service-84786c7f9-2rszz,,
2026-09-03T09:52:35.1755493+08:00,2,17,2,2,marketplace-service-84786c7f9-5xsd8,,
2026-09-03T09:52:41.1811687+08:00,2,17,2,2,marketplace-service-84786c7f9-2rszz,,
2026-09-03T09:52:41.1811687+08:00,2,17,2,2,marketplace-service-84786c7f9-5xsd8,,
2026-09-03T09:52:47.2704312+08:00,2,17,2,2,marketplace-service-84786c7f9-2rszz,,
2026-09-03T09:52:47.2704312+08:00,2,17,2,2,marketplace-service-84786c7f9-5xsd8,,
2026-09-03T09:52:53.4449777+08:00,2,14,2,2,marketplace-service-84786c7f9-2rszz,,
2026-09-03T09:52:53.4449777+08:00,2,14,2,2,marketplace-service-84786c7f9-5xsd8,,
2026-09-03T09:52:59.6553688+08:00,2,14,2,2,marketplace-service-84786c7f9-2rszz,,
2026-09-03T09:52:59.6553688+08:00,2,14,2,2,marketplace-service-84786c7f9-5xsd8,,
2026-09-03T09:53:05.7336545+08:00,2,159,5,2,marketplace-service-84786c7f9-2rszz,,
2026-09-03T09:53:05.7336545+08:00,2,159,5,2,marketplace-service-84786c7f9-4jvxm,,
2026-09-03T09:53:05.7336545+08:00,2,159,5,2,marketplace-service-84786c7f9-5xsd8,,
2026-09-03T09:53:05.7336545+08:00,2,159,5,2,marketplace-service-84786c7f9-sx24w,,
2026-09-03T09:53:05.7336545+08:00,2,159,5,2,marketplace-service-84786c7f9-zhn6f,,
2026-09-03T09:53:13.0920267+08:00,2,159,5,2,marketplace-service-84786c7f9-2rszz,,
2026-09-03T09:53:13.0920267+08:00,2,159,5,2,marketplace-service-84786c7f9-4jvxm,,
2026-09-03T09:53:13.0920267+08:00,2,159,5,2,marketplace-service-84786c7f9-5xsd8,,
2026-09-03T09:53:13.0920267+08:00,2,159,5,2,marketplace-service-84786c7f9-sx24w,,
2026-09-03T09:53:13.0920267+08:00,2,159,5,2,marketplace-service-84786c7f9-zhn6f,,
2026-09-03T09:53:20.6578672+08:00,5,347,5,2,marketplace-service-84786c7f9-2rszz,,
2026-09-03T09:53:20.6578672+08:00,5,347,5,2,marketplace-service-84786c7f9-4jvxm,,
2026-09-03T09:53:20.6578672+08:00,5,347,5,2,marketplace-service-84786c7f9-5xsd8,,
2026-09-03T09:53:20.6578672+08:00,5,347,5,2,marketplace-service-84786c7f9-sx24w,,
2026-09-03T09:53:20.6578672+08:00,5,347,5,2,marketplace-service-84786c7f9-zhn6f,,
2026-09-03T09:53:27.8893025+08:00,5,347,5,2,marketplace-service-84786c7f9-2rszz,,
2026-09-03T09:53:27.8893025+08:00,5,347,5,2,marketplace-service-84786c7f9-4jvxm,,
2026-09-03T09:53:27.8893025+08:00,5,347,5,2,marketplace-service-84786c7f9-5xsd8,,
2026-09-03T09:53:27.8893025+08:00,5,347,5,2,marketplace-service-84786c7f9-sx24w,,
2026-09-03T09:53:27.8893025+08:00,5,347,5,2,marketplace-service-84786c7f9-zhn6f,,
2026-09-03T09:53:35.2344031+08:00,5,120,5,5,marketplace-service-84786c7f9-2rszz,,
2026-09-03T09:53:35.2344031+08:00,5,120,5,5,marketplace-service-84786c7f9-4jvxm,,
2026-09-03T09:53:35.2344031+08:00,5,120,5,5,marketplace-service-84786c7f9-5xsd8,,
2026-09-03T09:53:35.2344031+08:00,5,120,5,5,marketplace-service-84786c7f9-sx24w,,
2026-09-03T09:53:35.2344031+08:00,5,120,5,5,marketplace-service-84786c7f9-zhn6f,,
2026-09-03T09:53:42.2895047+08:00,5,120,5,5,marketplace-service-84786c7f9-2rszz,,
2026-09-03T09:53:42.2895047+08:00,5,120,5,5,marketplace-service-84786c7f9-4jvxm,,
2026-09-03T09:53:42.2895047+08:00,5,120,5,5,marketplace-service-84786c7f9-5xsd8,,
2026-09-03T09:53:42.2895047+08:00,5,120,5,5,marketplace-service-84786c7f9-sx24w,,
2026-09-03T09:53:42.2895047+08:00,5,120,5,5,marketplace-service-84786c7f9-zhn6f,,
2026-09-03T09:53:49.2923903+08:00,5,125,5,5,marketplace-service-84786c7f9-2rszz,,
2026-09-03T09:53:49.2923903+08:00,5,125,5,5,marketplace-service-84786c7f9-4jvxm,,
2026-09-03T09:53:49.2923903+08:00,5,125,5,5,marketplace-service-84786c7f9-5xsd8,,
2026-09-03T09:53:49.2923903+08:00,5,125,5,5,marketplace-service-84786c7f9-sx24w,,
2026-09-03T09:53:49.2923903+08:00,5,125,5,5,marketplace-service-84786c7f9-zhn6f,,
2026-09-03T09:53:56.2477318+08:00,5,125,5,5,marketplace-service-84786c7f9-2rszz,,
2026-09-03T09:53:56.2477318+08:00,5,125,5,5,marketplace-service-84786c7f9-4jvxm,,
2026-09-03T09:53:56.2477318+08:00,5,125,5,5,marketplace-service-84786c7f9-5xsd8,,
2026-09-03T09:53:56.2477318+08:00,5,125,5,5,marketplace-service-84786c7f9-sx24w,,
2026-09-03T09:53:56.2477318+08:00,5,125,5,5,marketplace-service-84786c7f9-zhn6f,,
2026-09-03T09:54:03.3921230+08:00,5,125,5,5,marketplace-service-84786c7f9-2rszz,,
2026-09-03T09:54:03.3921230+08:00,5,125,5,5,marketplace-service-84786c7f9-4jvxm,,
2026-09-03T09:54:03.3921230+08:00,5,125,5,5,marketplace-service-84786c7f9-5xsd8,,
2026-09-03T09:54:03.3921230+08:00,5,125,5,5,marketplace-service-84786c7f9-sx24w,,
2026-09-03T09:54:03.3921230+08:00,5,125,5,5,marketplace-service-84786c7f9-zhn6f,,
2026-09-03T09:54:10.5082579+08:00,5,127,5,5,marketplace-service-84786c7f9-2rszz,,
2026-09-03T09:54:10.5082579+08:00,5,127,5,5,marketplace-service-84786c7f9-4jvxm,,
2026-09-03T09:54:10.5082579+08:00,5,127,5,5,marketplace-service-84786c7f9-5xsd8,,
2026-09-03T09:54:10.5082579+08:00,5,127,5,5,marketplace-service-84786c7f9-sx24w,,
2026-09-03T09:54:10.5082579+08:00,5,127,5,5,marketplace-service-84786c7f9-zhn6f,,
2026-09-03T09:54:17.7236141+08:00,5,127,5,5,marketplace-service-84786c7f9-2rszz,,
2026-09-03T09:54:17.7236141+08:00,5,127,5,5,marketplace-service-84786c7f9-4jvxm,,
2026-09-03T09:54:17.7236141+08:00,5,127,5,5,marketplace-service-84786c7f9-5xsd8,,
2026-09-03T09:54:17.7236141+08:00,5,127,5,5,marketplace-service-84786c7f9-sx24w,,
2026-09-03T09:54:17.7236141+08:00,5,127,5,5,marketplace-service-84786c7f9-zhn6f,,
2026-09-03T09:54:24.8680311+08:00,5,215,5,5,marketplace-service-84786c7f9-2rszz,,
2026-09-03T09:54:24.8680311+08:00,5,215,5,5,marketplace-service-84786c7f9-4jvxm,,
2026-09-03T09:54:24.8680311+08:00,5,215,5,5,marketplace-service-84786c7f9-5xsd8,,
2026-09-03T09:54:24.8680311+08:00,5,215,5,5,marketplace-service-84786c7f9-sx24w,,
2026-09-03T09:54:24.8680311+08:00,5,215,5,5,marketplace-service-84786c7f9-zhn6f,,
2026-09-03T09:54:32.3154985+08:00,5,215,5,5,marketplace-service-84786c7f9-2rszz,,
2026-09-03T09:54:32.3154985+08:00,5,215,5,5,marketplace-service-84786c7f9-4jvxm,,
2026-09-03T09:54:32.3154985+08:00,5,215,5,5,marketplace-service-84786c7f9-5xsd8,,
2026-09-03T09:54:32.3154985+08:00,5,215,5,5,marketplace-service-84786c7f9-sx24w,,
2026-09-03T09:54:32.3154985+08:00,5,215,5,5,marketplace-service-84786c7f9-zhn6f,,
2026-09-03T09:54:39.6736501+08:00,5,178,5,5,marketplace-service-84786c7f9-2rszz,,
2026-09-03T09:54:39.6736501+08:00,5,178,5,5,marketplace-service-84786c7f9-4jvxm,,
2026-09-03T09:54:39.6736501+08:00,5,178,5,5,marketplace-service-84786c7f9-5xsd8,,
2026-09-03T09:54:39.6736501+08:00,5,178,5,5,marketplace-service-84786c7f9-sx24w,,
2026-09-03T09:54:39.6736501+08:00,5,178,5,5,marketplace-service-84786c7f9-zhn6f,,
2026-09-03T09:54:47.2711628+08:00,5,178,5,5,marketplace-service-84786c7f9-2rszz,,
2026-09-03T09:54:47.2711628+08:00,5,178,5,5,marketplace-service-84786c7f9-4jvxm,,
2026-09-03T09:54:47.2711628+08:00,5,178,5,5,marketplace-service-84786c7f9-5xsd8,,
2026-09-03T09:54:47.2711628+08:00,5,178,5,5,marketplace-service-84786c7f9-sx24w,,
2026-09-03T09:54:47.2711628+08:00,5,178,5,5,marketplace-service-84786c7f9-zhn6f,,
2026-09-03T09:54:54.5455657+08:00,5,142,5,5,marketplace-service-84786c7f9-2rszz,,
2026-09-03T09:54:54.5455657+08:00,5,142,5,5,marketplace-service-84786c7f9-4jvxm,,
2026-09-03T09:54:54.5455657+08:00,5,142,5,5,marketplace-service-84786c7f9-5xsd8,,
2026-09-03T09:54:54.5455657+08:00,5,142,5,5,marketplace-service-84786c7f9-sx24w,,
2026-09-03T09:54:54.5455657+08:00,5,142,5,5,marketplace-service-84786c7f9-zhn6f,,
2026-09-03T09:55:01.9862297+08:00,5,142,5,5,marketplace-service-84786c7f9-2rszz,,
2026-09-03T09:55:01.9862297+08:00,5,142,5,5,marketplace-service-84786c7f9-4jvxm,,
2026-09-03T09:55:01.9862297+08:00,5,142,5,5,marketplace-service-84786c7f9-5xsd8,,
